Company,items,industry,description
바이오톡스텍,"안전성평가, 유효성평가",자연과학 및 공학 연구개발업,"기업개요
동사는 2000년에 설립되어 의약품, 농약, 식품, 화학물질 등의 안전성,유효성 평가, 신물질 약효검색, 동물실험 신기술 및 대체기술개발을 주된 사업으로 영위하고 있으며, 2007년 코스닥시장에 상장함.
지배회사는 신물질 개발단계에서의 핵심과정인 비임상 연구사업을 영위하고, 연결대상 회사를 통해 생체시료 분석을 통한 의약품 연구개발, 영장류 비임상 실험 등을 영위함.
또한 세종벤처파트너스를 통해 바이오 전문 창투업을 영위함.
출처 : 에프앤가이드"
비스토스,환자 및 태아감시장치,의료용 기기 제조업,"기업개요
동사는 태아 및 신생아 관련 의료기기 전문기업으로 국내외에서 유축기, 체온계등 가정용 의료기기 및 환자감시장치등 범용 의료기기 분야로 사업영역을 꾸준히 확대하고 있음.
ADHD 및 치매치료등 뇌관련 분야와 Baby Monitor등 웨어러블 헬스케어 분야의 개척하고 있음.
환자감시장치의 각 기능별(심전도, 산소포화도, 비침습혈압 등) 자체 기술력을 확보하고 우수한 기술력의 기존업체와 전략적 제휴관계를통해 환자감시장치 시장에 진입함.
출처 : 에프앤가이드"
셀트리온헬스케어,바이오의약품 마케팅 및 판매,기타 전문 도매업,"기업개요
1999년 12월 설립된 동사는 주요 계열사인 셀트리온과 공동 개발 중인 바이오의약품(바이오시밀러, 바이오베터, 바이오 신약)들의 글로벌 마케팅 및 판매를 독점적으로 담당하고 있음.
동사가 주력하고 있는 바이오시밀러 제품은 인플릭시맙(램시마), 리툭시맙(트룩시마), 트라스투주맙(허주마) 등임.
글로벌 제약사인 화이자, Teva 등을 포함하여 110여개 국가에서 30개 파트너와 판매 및 유통 파트너십을 구축하고 있음.
출처 : 에프앤가이드"
씨엔알리서치,금융 지원 서비스,"그외 기타 전문, 과학 및 기술 서비스업","기업개요
동사는 임상시험수탁기관으로 제약회사나 바이오벤처 등의 의뢰를 받아 임상시험 진행의 설계와 컨설팅, 모니터링, 데이터 관리, 허가 등의 모든 용역 업무를 위탁 수행하는 전문 기관임.
글로벌 임상 CRO 시장은 연평균 성장률 8.7%로 성장하여 2024년에는 473억 달러 규모로 확대될 것으로 전망하고 있음.
동사는 임상시험 국내 선두업체로 내자 CRO업체 중 2022년 기준 매출 1위를 유지하고 있음.
출처 : 에프앤가이드"
아시아종묘,종자,작물 재배업,"기업개요
동사는 2004년 설립되었으며 국내외 작물 재배자들을 대상으로 종자를 개발, 생산, 판매하는 사업을 영위하고 있으며 2018년 2월 코넥스시장에서 코스닥시장으로 이전상장하였음.
동사는 다양한 유전자원을 수집해 고품질의 품종 육성을 지향하고 있음. 항산화 물질을 함유한 배추 등 기능성 품종 개발에 몰두중임.
동사는 국내 3곳(이천,해남 및 김제), 해외 2곳(인도법인, 베트남법인)에 연구소를 보유하고 있음.
출처 : 에프앤가이드"
아이큐어,"플라스타, 의약 및 의약외품 패취등, 마스크팩, 화장품 기초라인",의약품 제조업,"기업개요
동사는 2000년 5월에 설립되어, 경피약물전달시스템에 관한 원천기술을 바탕으로 패취형 의약품 개발 및 제조와 화장품 OEM, ODM 사업을 영위함.
경피약물전달시스템 기술을 기반으로 한 도네페질 패취 개량신약 국내 임상 3상에 성공하여 2021년 11월 품목허가 승인을 획득, 2022년 8월 상업화하였음.
경피약물전달시스템 기술력과 ISO9001, ISO14001 인증을 획득한 화장품 공장을 통해 OEM, ODM 사업을 영위함.
출처 : 에프앤가이드"
에스바이오메딕스,줄기세포 치료제 연구 및 개발,의약품 제조업,"기업개요
동사는 2003년 8월 11일 설입되었으며, 줄기세포치료제의 개발, 제조 및 공급 등의 사업을 영위하고 있음.
체세포, 면역세포, 성체줄기세포 및 배아줄기세포 등 다양한 종류의 세포를 이용하여 치료제를 개발함.
2010년 5월 식품의약품안전처에서 '큐어스킨주 (자가유래피부섬유아세포)’의 제조품목허가를 획득하였으며, CFC-FECS-DF (화장품원료)를 제조 및 판매하고 있음.
출처 : 에프앤가이드"
에스씨엠생명과학,세포치료제,의약품 제조업,"기업개요
동사는 성체줄기세포치료제 개발 주요 사업으로 하며, 신규 후보물질 발굴, 조직공학을 통한 신기술 접목 그리고 면역항암제 개발까지 새로운 사업영역으로 확대함.
희귀·난치성 질환에 대한 줄기세포치료제 5품목을 주요 파이프라인으로 구축하고 있음.
동사는 급성 췌장염, 중등증-중증 아토피피부염, 급성 호흡곤란 증후군, 간경변 등의 질환들에 대한 줄기세포치료제를 개발함.
출처 : 에프앤가이드"
엘앤씨바이오,"인체조직(피부, 뼈, 연골)",의약품 제조업,"기업개요
인체조직이식재, 인체조직기반 의료기기 등의 조직공학 치료재료와 피부에 대한 전문적인 지식을 바탕으로 코스메슈티컬 등을 제조·판매하는 바이오 기업임.
또한, 기존 외과 네트워크를 활용한 제약사업 및 자회사 GMRC를 통한 기능성 화장품 및 건강기능식품 CRO사업을 영위함.
인체조직기반의 차세대 의료기기를 통해 글로벌 시장에 진출하며 인체조직이식재 산업을 선도하고 있음.
출처 : 에프앤가이드"
오스테오닉,골접합 및 재건용 금속소재 및 생체복합재료 기반 임플란트,의료용 기기 제조업,"기업개요
동사는 골절합용 판 및 나사 등 제조업체로, 인체에 근간을 이루는 206개의 뼈 대부분의 접합, 대체 및 조정을 목적으로 사용됨.
동사의 주요 제품으로는 두개ㆍ구강악안면,CMF) 제품군과 외상ㆍ상하지 제품군, 관절보존 제품군이 있음.
동사의 초정밀 가공기술은 정밀 구조를 갖는 이식형 의료기기의 생산이 가능하도록 최적화 되어 있으며, 이를 통해 수술과정에서의 시술자 요구사항 및 임상적 요구에 부합하는 제품의 성능을 구현할 수 있음.
출처 : 에프앤가이드"
이수앱지스,"항체치료제,효소치료제",의료용품 및 기타 의약 관련제품 제조업,"기업개요
2001년 설립된 동사는 바이오의약품의 연구개발을 주요사업으로 영위하고 있는 이수그룹 계열회사임.
혈전형성을 억제하는 항체치료제인 클로티냅, 유전성 희귀질환인 고셔병과 파브리병을 치료하기 위한 효소치료제인 애브서틴과 파바갈을 개발하여 판매 중임. 현재 후속 제품 4개가 진행 중에 있음.
바이오의약품 개발 사업 외에 세계의 희귀의약품을 국내도입과 판매 사업을 진행하고 있으며 2018년부터 윌슨병 치료제 트리엔탑을 판매 중임.
출처 : 에프앤가이드"
이오플로우,웨어러블 인슐린펌프,의료용 기기 제조업,"기업개요
동사는 2011년 9월 27일 설립되었으며, 전기화학기술과 정밀전자기계기술을 바탕으로 의료용 웨어러블 약물 주입기 및 관련 시스템, 소프트웨어 제품을 개발, 제조함.
현재 주력 제품은 대표적인 만성 소모성 질환 중 하나인 당뇨 시장 내에서 인슐린 주입이 필요한 환자를 대상으로 하는 스마트 웨어러블 시스템으로 제품 포트폴리오가 구성되어 있음.
웨어러블 펌프 제품을 타약물에 적용하는 신사업을 개척하고 있음.
출처 : 에프앤가이드"
제노레이,의료용 방사선 진단기기,의료용 기기 제조업,"기업개요
2001년 4월 설립된 동사는 병원, 치과 등에서 환자진단에 사용되는 X-ray 영상진단장비를 연구, 개발, 제조하여 판매
2002년 C-ARM(동영상) X-ray 장비를 출시하며 메디칼 사업 부문에 진출 하였으며, 2003년에 Portable Dental(치과) X-ray 제품을 출시하며 덴탈 영역으로 사업을 확장.
국내에서 유일하게 메디컬과 덴탈 부문 사업을 동시에 영위하고 있어 사업 부문간 시너지 창출을 이루고 있음.
출처 : 에프앤가이드"
제이시스메디칼,미용의료기기,의료용 기기 제조업,"기업개요
미용 의료기기를 제조 및 판매하며 주요 제품으로는 ULTRAcelQ+ (HIFU), POTENZA (RF) 등이 있음.
국내에서는 자사쇼핑몰(온라인), 국내병원 직판, 국내 대리점을 통해 판매하며 해외에서는 해외 법인 직판 및 대리점으로 판매 경로를 구축함.
동사의 의료기기 제품 당 라이프사이클(Life Cycle)을 약 3-4년으로 추정하고 있으며 소모품이 지속적으로 발생하는 특징을 지님.
출처 : 에프앤가이드"
제테마,"히알루론산 필러(조직수복용생체재료), 피부과용 레이저 의료기기, 리프팅실 등",의료용품 및 기타 의약 관련제품 제조업,"기업개요
안면미용 목적으로 사용되는 히알루론산 필러와 보툴리눔 독소를 활용한 바이오 의약품, 조직 봉합 및 안면 고정 리프팅실 등을 연구개발 및 제조함.
보툴리눔 독소를 활용한 바이오 의약품의 경우 국내 외 제품상용화를 위한 임상시험이 진행 중으로써 향후 치료용 시장 진출을 목표로 사업을 확장시켜나가고 있음.
2020년 브라질, 2022년 중국 파트너사와 6천억원대 라이선스 아웃 계약을 체결하는 등 기술력을 인정받음.
출처 : 에프앤가이드"
지씨셀,"세포치료제, 검체검사서비스, 제대혈은행","그외 기타 전문, 과학 및 기술 서비스업","기업개요
동사는 2011년 설립되어 세포치료제 및 면역항암제의 제조, 전문 바이오물류 시스템을 통한 유통 및 검체검사 서비스를 통해 병/의원 고객을 대상으로한 Total Solution을 제공하고 있음.
또한 자회사를 통해 전문기관의 임상시험 서비스를 제공하고 있음.
현재 동사의 주요사업은 세포치료제 사업, 검체검사서비스 사업, 제대혈은행 사업, 바이오물류 사업, CDMO 사업 으로 구성되어 있음.
출처 : 에프앤가이드"
차바이오텍,"세포치료제 개발, 제대혈 보관 등",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 제대혈 보관, 줄기세포 연구 및 세포치료제 개발과 Anti-aging 관련 서비스 용역 그리고 해당 사업에서 축적한 Knowhow 등을 활용한 컨설팅 제공 등 관련 부대사업의 제공을 영위.
또한 주요 종속회사를 통해 의약품 사업, 글로벌 CDMO 사업, 해외 의료 네트워크 확장 및 관련 서비스 사업 등 의료 헬스케어 사업을 영위함.
국내와 해외에 다수의 종속회사를 보유한 글로벌 바이오 회사임.
출처 : 에프앤가이드"
케이바이오,"실험용 시약, 과학기자재 등",생활용품 도매업,"기업개요
동사는 생활용품 도매업으로 업종 분류되어 바이오 유통사업을 영위중임.
바이오 유통사업부문은 2021년 11월 1일부터 (주)큐어바이오 유통사업부문을 영업양수하여 사업을 영위하고 있음.
바이오 유통사업부문은 바이오테크놀로지 연구 및 실험에 사용되는 각종 시약, 기기 및 기자재 등의 상품을 매입해 대학교, 병원, 기타 거래처 등에 납품하는 사업으로 시장확대하고 있음.
출처 : 에프앤가이드"
퓨쳐켐,"PET 방사성의약품, 자동합성장치, 합성시약 및 전구체",의약품 제조업,"기업개요
2001년 8월 설립되어 방사성의약품 신약개발 및 생산·판매, 전구체 및 합성시약 생산·판매 등을 주요사업으로 영위.
주요 제품으로는 알츠하이머 진단용 방사성의약품 알자뷰, 파킨슨 진단용 방사성의약품 피디뷰 등이 있음.
서울아산병원과 공동으로 세계최초 파킨슨병 진단용 FP-CIT와 폐암 진단용 FLT를 상용화, 다약제-다기능의 자동합성장치를 자체 개발함으로써 실질적인 PET 방사성의약품 개발 생산 판매까지 영역 확대.
출처 : 에프앤가이드"
